Lvivska;STRYISKYI;Khashchovania;82663
Mykolaivska;BASHTANSKYI;Bereznehuvate;56203
Zakarpatska;MUKACHIVSKYI;Horonda;89656
Vinnytska;HAISYNSKYI;Miakokhid;24420
Kyivska;BORYSPILSKYI;Kharkivtsi;08431
Kyiv;Kyiv;Kyiv;01019
Volynska;LUTSKYI;Lypne;45212
Kyivska;BUCHANSKYI;Druzhnia;07807
Ivano-Frankivska;IVANO-FRANKIVSKYI;Podillia;77125
Vinnytska;VINNYTSKYI;Vinnytsia;21017
Lvivska;STRYISKYI;Lavochne;82652
Zhytomyrska;KOROSTENSKYI;Korosten;11508
Luhanska;STAROBILSKYI;Morozivka;92520
Donetska;VOLNOVASKYI;Vremivka;84511
Ivano-Frankivska;KALUSKYI;Kalush;77304
Kyiv;Kyiv;Kyiv;04209
Donetska;MARIUPOLSKYI;Mariupol;87510
Vinnytska;VINNYTSKYI;Vinnytsia;21027
Lvivska;YAVORIVSKYI;Kertyniv;81091
Ivano-Frankivska;KOLOMYISKYI;Uhornyky;78223
Ivano-Frankivska;KOLOMYISKYI;Sopiv;78218
Kyiv;Kyiv;Kyiv;02225
Ivano-Frankivska;KOLOMYISKYI;Velyka Kamianka;78244
Kyiv;Kyiv;Kyiv;03045
Lvivska;SHEPTYTSKYI;Mativ;80030
Ivano-Frankivska;IVANO-FRANKIVSKYI;Smerkliv;78013
Volynska;LUTSKYI;Zaborol;45623
Vinnytska;VINNYTSKYI;Vinnytsia;21020
Lvivska;ZOLOCHIVSKYI;Kyikiv;80743
Kyivska;FASTIVSKYI;Zalizne;08606
Zaporizka;MELITOPOLSKYI;Bratske;72040
Dnipropetrovska;KRYVORIZKYI;Kryvyi Rih;50019
Lvivska;SHEPTYTSKYI;Kulychkiv;80074
Zaporizka;POLOHIVSKYI;Orikhiv;70502
Kyivska;BILOTSERKIVSKYI;Teleshivka;09622
Ivano-Frankivska;NADVIRNIANSKYI;Lisna Velesnytsia;78426
Volynska;VOLODYMYRSKYI;Krukhynychi;45500
Vinnytska;ZHMERYNSKYI;Kotova;23000
Dnipropetrovska;KAMIANSKYI;Novomykolaivka;51653
Lvivska;LVIVSKYI;Tuchapy;81521
Donetska;POKROVSKYI;Uspenivka;85400
Ivano-Frankivska;KALUSKYI;Voinyliv;77316
Zhytomyrska;BERDYCHIVSKYI;Berdychiv;13308
Luhanska;STAROBILSKYI;Horodyshche;92835
Zaporizka;MELITOPOLSKYI;Bohdanivka;72430
Zaporizka;VASYLIVSKYI;Orlianske;71660
Vinnytska;KHMILNYTSKYI;Makharyntsi;22141
Lvivska;YAVORIVSKYI;Zeliv;81083
Ivano-Frankivska;IVANO-FRANKIVSKYI;Mykytyntsi;76492
Lvivska;YAVORIVSKYI;Borysy;81023
Zakarpatska;MUKACHIVSKYI;Volovets;89100
Zaporizka;ZAPORIZKYI;Novoselivka;70002
Zaporizka;MELITOPOLSKYI;Nadezhdyne;72441
Lvivska;SHEPTYTSKYI;Stryhanka;80410
Lvivska;YAVORIVSKYI;Mostyska Druhi;81300
Kyiv;Kyiv;Kyiv;04213
Donetska;POKROVSKYI;Troianda;85301
Zaporizka;POLOHIVSKYI;Robotyne;71720
Zhytomyrska;ZHYTOMYRSKYI;Troianiv;12460
Volynska;KOVELSKYI;Kortelisy;44111
Kyivska;BORYSPILSKYI;Zaostriv;08410
Volynska;LUTSKYI;Kivertsi;45201
Donetska;KRAMATORSKYI;Krasnotorka;84395
Lvivska;YAVORIVSKYI;Poruby;81020
Volynska;LUTSKYI;Horokhiv;45701
Lvivska;STRYISKYI;Verkhnie Synovydne;82613
Zaporizka;MELITOPOLSKYI;Myronivka;72454
Donetska;POKROVSKYI;Dalnie;85400
Zaporizka;MELITOPOLSKYI;Novooleksandrivka;72420
Dnipropetrovska;DNIPROVSKYI;Slobozhanske;52005
Volynska;VOLODYMYRSKYI;Ustyluh;44731
Vinnytska;HAISYNSKYI;Trostianets;24300
Ivano-Frankivska;IVANO-FRANKIVSKYI;Halych;77101
Lvivska;LVIVSKYI;Briukhovychi;79491
Lvivska;SAMBIRSKYI;Khatky;81473
Kyivska;BROVARSKYI;Tarasivka;07441
Ivano-Frankivska;IVANO-FRANKIVSKYI;Odai;77470
Kyivska;BORYSPILSKYI;Panfyly;07750
Luhanska;SIVERSKODONETSKYI;Novokrasnianka;92923
Lvivska;YAVORIVSKYI;Martyny;81310
Lvivska;STRYISKYI;Zavadiv;82433
Kirovohradska;OLEKSANDRIISKYI;Pryiutivka;28034
Lvivska;DROHOBYTSKYI;Ulychne;82177
Lvivska;SAMBIRSKYI;Rozheve;82042
Ivano-Frankivska;KALUSKYI;Rozhniativ;77601
Zaporizka;BERDIANSKYI;Kamianka;71224
Volynska;LUTSKYI;Lutsk;43018
Zaporizka;MELITOPOLSKYI;Melitopol;72316
Dnipropetrovska;DNIPROVSKYI;Dnipro;49045
Dnipropetrovska;DNIPROVSKYI;Dnipro;49080
Lvivska;SHEPTYTSKYI;Shyshaky;80071
Lvivska;SAMBIRSKYI;Turka;82500
Zakarpatska;TIACHIVSKYI;Petrushiv;90545
Vinnytska;HAISYNSKYI;Severynivka;24310
Lvivska;LVIVSKYI;Velykyi Liubin;81555
Zaporizka;MELITOPOLSKYI;Korniivka;72213
Lvivska;LVIVSKYI;Shchyrets;81160
Zaporizka;VASYLIVSKYI;Konovalova;71601
Zaporizka;MELITOPOLSKYI;Melitopol;72302
Lvivska;YAVORIVSKYI;Solyhy;81053
Vinnytska;ZHMERYNSKYI;Khomenky;23544
Ivano-Frankivska;KOLOMYISKYI;Buchachky;78312
Lvivska;ZOLOCHIVSKYI;Zolochivka;80743
Lvivska;ZOLOCHIVSKYI;Kizliv;80540
Zakarpatska;KHUSTSKYI;Khust;90401
Volynska;KAMIN-KASHYRSKYI;Lobna;44253
Lvivska;DROHOBYTSKYI;Uniatychi;82127
Lvivska;SHEPTYTSKYI;Rakovyshche;80252
Luhanska;SIVERSKODONETSKYI;Holubivka;92920
Kyivska;OBUKHIVSKYI;Obukhiv;08700
Kyiv;Kyiv;Kyiv;04074
Zaporizka;MELITOPOLSKYI;Sheliuhy;72560
Kyivska;BILOTSERKIVSKYI;Velyka Berezianka;09550
Kyiv;Kyiv;Kyiv;03040
Zhytomyrska;KOROSTENSKYI;Korosten;11507
Ivano-Frankivska;KOLOMYISKYI;Hvizdets;78260
Kirovohradska;KROPYVNYTSKYI;Dokuchaieve;28631
Lvivska;SAMBIRSKYI;Piatnytsia;82042
Zakarpatska;MUKACHIVSKYI;Dertsen;89671
Dnipropetrovska;KAMIANSKYI;Hrymuche;52300
Kyivska;BUCHANSKYI;Kotsiubynske;08298
Zaporizka;ZAPORIZKYI;Zaporizhzhia;69017
Donetska;MARIUPOLSKYI;Talakivka;87594
Ivano-Frankivska;KOLOMYISKYI;Budyliv;78344
Kyivska;OBUKHIVSKYI;Kozyn;08711
Lvivska;STRYISKYI;Zahirochko;81750
Ivano-Frankivska;KOLOMYISKYI;Korolivka;78204
Zaporizka;VASYLIVSKYI;Podove;71331
Lvivska;YAVORIVSKYI;Striletske;81360
Zhytomyrska;ZHYTOMYRSKYI;Khoroshiv;12101
Luhanska;SIVERSKODONETSKYI;SIVERSKODONETSK;93403
Vinnytska;MOHYLIV-PODILSKYI;Dovzhok;24544
Zhytomyrska;ZHYTOMYRSKYI;Radomyshl;12201
Lvivska;DROHOBYTSKYI;Medenychi;82160
Luhanska;SIVERSKODONETSKYI;Lysychansk;93118
Dnipropetrovska;SYNELNYKIVSKYI;Troitske;52723
Lvivska;SAMBIRSKYI;Volytsia;81422
Volynska;VOLODYMYRSKYI;Novovolynsk;45405
Lvivska;LVIVSKYI;Kachmari;80337
Kyivska;BORYSPILSKYI;Hrechanivka;07741
Mykolaivska;PERVOMAISKYI;Kumari;55260
Vinnytska;VINNYTSKYI;Vinnytsia;21032
Dnipropetrovska;KRYVORIZKYI;Kryvyi Rih;50046
Luhanska;SVATIVSKYI;Lantrativka;92114
Donetska;BAKHMUTSKYI;Sviato-Pokrovske;84522
Vinnytska;VINNYTSKYI;Pultivtsi;23262
Dnipropetrovska;KAMIANSKYI;Saksahan;52173
Luhanska;STAROBILSKYI;Parneve;92822
Donetska;DONETSKYI;Staromykhailivka;85400
Dnipropetrovska;DNIPROVSKYI;Shevchenko;52053
Zaporizka;MELITOPOLSKYI;Lazurne;72373
Luhanska;STAROBILSKYI;Semykozivka;92803
Donetska;MARIUPOLSKYI;Mariupol;87552
Lvivska;YAVORIVSKYI;Zadebri;81092
Lvivska;SAMBIRSKYI;Khyriv;82060
Zakarpatska;MUKACHIVSKYI;Mukachevo;89601
Lvivska;SAMBIRSKYI;Mlyn;81480
Zaporizka;MELITOPOLSKYI;Zelene;72380
Dnipropetrovska;DNIPROVSKYI;Dnipro;49064
Kyiv;Kyiv;Kyiv;03195
Zaporizka;ZAPORIZKYI;Zaporizhzhia;69005
Volynska;KOVELSKYI;Huta;44145
Dnipropetrovska;PAVLOHRADSKYI;Pavlohrad;51405
Ivano-Frankivska;IVANO-FRANKIVSKYI;Dzvyniach;77750
Kyivska;BROVARSKYI;Peremoha;07400
Zhytomyrska;ZHYTOMYRSKYI;Romaniv;13001
Zhytomyrska;KOROSTENSKYI;Chopovychi;11620
Zaporizka;VASYLIVSKYI;Kamianske;71612
Lvivska;LVIVSKYI;Ravske;80318
Vinnytska;VINNYTSKYI;Lysohora;23260
Luhanska;SVATIVSKYI;Voievodske;92121
Kirovohradska;OLEKSANDRIISKYI;Chervona Kamianka;28063
Zaporizka;BERDIANSKYI;Inzivka;72142
Zakarpatska;KHUSTSKYI;Rokosovo;90410
Kyiv;Kyiv;Kyiv;01032
Zhytomyrska;ZHYTOMYRSKYI;Zhytomyr;10001
Lvivska;YAVORIVSKYI;Cholhyni;81061
Zhytomyrska;BERDYCHIVSKYI;Berdychiv;13337
Volynska;KOVELSKYI;Kovel;45007
Volynska;KOVELSKYI;Verbka;45005
Luhanska;SIVERSKODONETSKYI;Kreminna;92905
Zaporizka;BERDIANSKYI;Krymka;71145
Kyiv;Kyiv;Kyiv;04071
Dnipropetrovska;KAMIANSKYI;Dniprovske;51650
Donetska;MARIUPOLSKYI;Mariupol;87512
Lvivska;ZOLOCHIVSKYI;Yasenivtsi;80750
Kyivska;OBUKHIVSKYI;Andriivka;08853
Kyivska;BUCHANSKYI;Berezivka;08032
Dnipropetrovska;DNIPROVSKYI;Dnipro;49051
Volynska;KAMIN-KASHYRSKYI;Krymne;44535
Donetska;KRAMATORSKYI;Sviatohirsk;84130
Donetska;BAKHMUTSKYI;Bakhmut;84511
Zaporizka;VASYLIVSKYI;Novopetrivka;71411
Lvivska;SAMBIRSKYI;Kalyniv;81464
Mykolaivska;MYKOLAIVSKYI;Mykolaiv;54050
Lvivska;STRYISKYI;Stryi;82404
Dnipropetrovska;KRYVORIZKYI;Vesele;53080
Zaporizka;MELITOPOLSKYI;Myrne;72533
Zaporizka;MELITOPOLSKYI;Yakymivka;72501
Vinnytska;HAISYNSKYI;Kiblych;23755
Ivano-Frankivska;KOLOMYISKYI;Stetsivka;78333
Zaporizka;MELITOPOLSKYI;Promin;72343
Luhanska;SIVERSKODONETSKYI;Loskutivka;93323
Kirovohradska;OLEKSANDRIISKYI;Oleksandriiske;28040
Kyivska;BROVARSKYI;Korzhi;07544
Zaporizka;POLOHIVSKYI;Luhanske;70302
Lvivska;ZOLOCHIVSKYI;Haivske;80522
Dnipropetrovska;DNIPROVSKYI;Dnipro;49018
Vinnytska;VINNYTSKYI;Vinnytsia;21037
Dnipropetrovska;SYNELNYKIVSKYI;Chornenkove;53600
Donetska;MARIUPOLSKYI;Mariupol;87549
Lvivska;STRYISKYI;Volia-Zaderevatska;82486
Volynska;KAMIN-KASHYRSKYI;Hrudky;44521
Lvivska;ZOLOCHIVSKYI;Holoskovychi;80640
Kyivska;OBUKHIVSKYI;Ukrainka;08746
Dnipropetrovska;DNIPROVSKYI;Dnipro;49108
Volynska;LUTSKYI;Horianivka;45263
Donetska;BAKHMUTSKYI;Kalynivka;84511
Dnipropetrovska;DNIPROVSKYI;Dnipro;49066
Ivano-Frankivska;KOLOMYISKYI;Ustia;78344
Kyivska;BUCHANSKYI;Borodianka;07801
Kirovohradska;OLEKSANDRIISKYI;Oleksandriia;28008
Luhanska;STAROBILSKYI;Dontsivka;92334
Zaporizka;ZAPORIZKYI;Balabyne;70435
Zakarpatska;KHUSTSKYI;Synevyr;90041
Dnipropetrovska;NIKOPOLSKYI;Nikopol;53213
Lvivska;LVIVSKYI;Riasne-Ruske;81085
Zaporizka;ZAPORIZKYI;Komyshuvakha;70530
Kyivska;FASTIVSKYI;Hlevakha;08630
Kirovohradska;HOLOVANIVSKYI;Haivoron;26300
Lvivska;LVIVSKYI;Kukeziv;80465
Vinnytska;HAISYNSKYI;Sytkivtsi;22865
Lvivska;LVIVSKYI;Lviv;79002
Dnipropetrovska;SAMARIVSKYI;Mahdalynivka;51100
Volynska;LUTSKYI;Charukiv;45653
Kyivska;BORYSPILSKYI;Zaimyshche;08330
Donetska;KRAMATORSKYI;Yarova;84432
Lvivska;STRYISKYI;Bratkivtsi;82465
Zakarpatska;UZHHORODSKYI;Uzhhorod;88006
Dnipropetrovska;KAMIANSKYI;Terno-Lozuvatka;52151
Kyiv;Kyiv;Kyiv;02224
Ivano-Frankivska;KALUSKYI;Kalush;77342
Ivano-Frankivska;IVANO-FRANKIVSKYI;Ivano-Frankivsk;76009
Lvivska;SAMBIRSKYI;Horodysko;82022
Lvivska;SHEPTYTSKYI;Bodiachiv;80030
Kyivska;BORYSPILSKYI;Dudarkiv;05308
Dnipropetrovska;SAMARIVSKYI;SAMAR;51200
Lvivska;YAVORIVSKYI;Nahachiv;81021
Donetska;VOLNOVASKYI;Dianivka;85783
Dnipropetrovska;KRYVORIZKYI;Radushne;53081
Kyivska;BORYSPILSKYI;Kovalyn;08435
Zakarpatska;BEREHIVSKYI;Berehove;90202
Volynska;LUTSKYI;Lypyny;45601
Lvivska;YAVORIVSKYI;Prylbychi;81062
Ivano-Frankivska;NADVIRNIANSKYI;Pererisl;78420
Donetska;POKROVSKYI;Novoekonomichne;85340
Mykolaivska;BASHTANSKYI;Shevchenkove;55644
Kyivska;BROVARSKYI;Ploske;07450
Zhytomyrska;BERDYCHIVSKYI;Brovky Pershi;13444
Donetska;MARIUPOLSKYI;Mariupol;87520
Luhanska;SIVERSKODONETSKYI;Borivske;93493
Lvivska;LVIVSKYI;Turynka;80342
Kyivska;FASTIVSKYI;Danylivka;08618
Luhanska;SIVERSKODONETSKYI;Zolote;93296
Kyivska;BUCHANSKYI;Hurivshchyna;08120
Kyivska;BROVARSKYI;Podillia;07561
Kyivska;BROVARSKYI;Stare;07623
Zaporizka;MELITOPOLSKYI;Zaporizhzhia;72240
Lvivska;LVIVSKYI;Malyi Doroshiv;80362
Vinnytska;VINNYTSKYI;Zhurava;22524
Luhanska;STAROBILSKYI;Pisky;92354
Lvivska;SAMBIRSKYI;Ropavske;82547
Ivano-Frankivska;NADVIRNIANSKYI;Verkhnii Maidan;78452
Volynska;KOVELSKYI;Zadolyna;44152
Lvivska;LVIVSKYI;Lviv;79013
Kyivska;BUCHANSKYI;Havrylivka;07334
Zaporizka;POLOHIVSKYI;Samiilivka;71001
Zaporizka;VASYLIVSKYI;Zelenyi Hai;71732
Zhytomyrska;ZHYTOMYRSKYI;Korostyshiv;12504
Lvivska;ZOLOCHIVSKYI;Zahora;80760
Dnipropetrovska;SYNELNYKIVSKYI;Rivne;52663
Zhytomyrska;ZHYTOMYRSKYI;Zhytomyr;10020
Dnipropetrovska;KRYVORIZKYI;Bratsko-Semenivka;53042
Lvivska;LVIVSKYI;Lviv;79018
Kyiv;Kyiv;Kyiv;02223
Lvivska;SHEPTYTSKYI;Ulvivok;80015
Zaporizka;POLOHIVSKYI;Liubymivka;71760
Vinnytska;KHMILNYTSKYI;Prushynka;22146
Lvivska;ZOLOCHIVSKYI;Sknyliv;80730
Zaporizka;POLOHIVSKYI;Vesele;71770
Lvivska;LVIVSKYI;Lviv;79051
Lvivska;LVIVSKYI;Dubianka;81160
Donetska;POKROVSKYI;Novoukrainka;85400
Lvivska;ZOLOCHIVSKYI;CHYSHKY;80533
Lvivska;STRYISKYI;Pukenychi;82421
Kyiv;Kyiv;Kyiv;04079
Zaporizka;BERDIANSKYI;Azov;72151
Dnipropetrovska;DNIPROVSKYI;Dnipro;49021
Vinnytska;ZHMERYNSKYI;Sharhorod;23500
Vinnytska;VINNYTSKYI;Nove Misto;23342
Kyivska;BROVARSKYI;Pukhivka;07413
Volynska;KOVELSKYI;Haivka;44008
Dnipropetrovska;DNIPROVSKYI;Shulhivka;51810
Vinnytska;TULCHYNSKYI;Pechera;23610
Lvivska;SAMBIRSKYI;Nyzhnia Yablunka;82532
Dnipropetrovska;DNIPROVSKYI;Rakshivka;52043
Kirovohradska;NOVOUKRAINSKYI;Pancheve;26034
Lvivska;LVIVSKYI;Stoky;81220
Lvivska;ZOLOCHIVSKYI;Yablunivka;80670
Donetska;KRAMATORSKYI;Sloviansk;84107
Ivano-Frankivska;KOLOMYISKYI;Repuzhyntsi;78130
Donetska;POKROVSKYI;Dobropillia;85004
Kyivska;OBUKHIVSKYI;Husachivka;08750
Dnipropetrovska;NIKOPOLSKYI;Nikopol;53221
Volynska;LUTSKYI;Maidan-Lypnenskyi;44681
Dnipropetrovska;DNIPROVSKYI;Dnipro;52005
Donetska;KRAMATORSKYI;Kramatorsk;84307
Kirovohradska;KROPYVNYTSKYI;Dolynska;28500
Zakarpatska;TIACHIVSKYI;Bedevlia;90561
Zakarpatska;MUKACHIVSKYI;Kliucharky;89626
Zaporizka;VASYLIVSKYI;Trudovyk;72012
Lvivska;ZOLOCHIVSKYI;Krasne;80560
Kyivska;BROVARSKYI;Kalynivka;07443
Zaporizka;POLOHIVSKYI;Zelenyi Hai;69050
Lvivska;STRYISKYI;Krupske;81636
Dnipropetrovska;KRYVORIZKYI;Kryvyi Rih;50096
Donetska;KRAMATORSKYI;Kramatorsk;84320
Volynska;KAMIN-KASHYRSKYI;Novi Chervyshcha;44560
Vinnytska;VINNYTSKYI;Vinnytsia;21023
Donetska;BAKHMUTSKYI;Niu-York;85297
Ivano-Frankivska;IVANO-FRANKIVSKYI;Obertyn;78060
Kirovohradska;NOVOUKRAINSKYI;Novoukrainka;27100
Zaporizka;POLOHIVSKYI;Polohy;70608
Luhanska;STAROBILSKYI;Pidhorivka;92723
Dnipropetrovska;KRYVORIZKYI;Kryvyi Rih;50071
Lvivska;SAMBIRSKYI;Torchynovychi;82080
Dnipropetrovska;KRYVORIZKYI;Romanivka;53042
Kyivska;BROVARSKYI;Morozivka;07526
Zaporizka;VASYLIVSKYI;Maiachka;71630
Ivano-Frankivska;KOSIVSKYI;Kuty;78665
Zaporizka;VASYLIVSKYI;Velyka Bilozerka;71401
Lvivska;STRYISKYI;Berezyna;81650
Zaporizka;VASYLIVSKYI;Novoliubymivka;71733
Vinnytska;KHMILNYTSKYI;Dubovi Makharyntsi;22150
Zaporizka;POLOHIVSKYI;Tytove;71040
Zaporizka;BERDIANSKYI;Dakhno;71140
Lvivska;YAVORIVSKYI;Malnivska Volia;81310
Volynska;KAMIN-KASHYRSKYI;Nuino;44540
Volynska;KOVELSKYI;Zabrody;44160
Dnipropetrovska;KRYVORIZKYI;Hrushivka;53850
Lvivska;LVIVSKYI;Lviv;79026
Lvivska;LVIVSKYI;Lviv;79023
Zaporizka;MELITOPOLSKYI;Ihorivka;72452
Lvivska;SHEPTYTSKYI;Volytsia;80073
Lvivska;SHEPTYTSKYI;Tartakiv;80033
Ivano-Frankivska;KOLOMYISKYI;Verkhnii Verbizh;78218
Ivano-Frankivska;IVANO-FRANKIVSKYI;Kuriv;77125
Ivano-Frankivska;KOLOMYISKYI;Tyshkivtsi;78124
Lvivska;YAVORIVSKYI;Krysovychi;81360
Dnipropetrovska;KRYVORIZKYI;Krasivske;53071
Zaporizka;VASYLIVSKYI;Shevchenka;71601
Lvivska;DROHOBYTSKYI;Tyniv;82132
Lvivska;LVIVSKYI;Porichchia Zadvirne;81555
Vinnytska;VINNYTSKYI;Vinnytsia;21501
Zhytomyrska;ZHYTOMYRSKYI;Vilshanka;13224
Kirovohradska;OLEKSANDRIISKYI;Novyi Starodub;28310
Zaporizka;MELITOPOLSKYI;Nove;72553
Zaporizka;BERDIANSKYI;Radolivka;72120
Zhytomyrska;ZVIAHELSKYI;Barashi;11255
Lvivska;ZOLOCHIVSKYI;Kulby;80760
Zhytomyrska;KOROSTENSKYI;Slovechne;11122
Zakarpatska;BEREHIVSKYI;Vynohradiv;90300
Kyiv;Kyiv;Kyiv;04136
Kyivska;BORYSPILSKYI;Andriivka;08371
Zhytomyrska;ZVIAHELSKYI;PORTSELIANOVE;12746
Lvivska;ZOLOCHIVSKYI;Pavlyky;80533
Mykolaivska;PERVOMAISKYI;Syniukhyn Brid;55243
Zakarpatska;UZHHORODSKYI;Poroshkovo;89230
Mykolaivska;MYKOLAIVSKYI;Mykolaiv;54022
Lvivska;SAMBIRSKYI;Strilky;82092
Zaporizka;ZAPORIZKYI;Zaporizhzhia;69011
Dnipropetrovska;SAMARIVSKYI;Orlivshchyna;51215
Kyivska;BORYSPILSKYI;Boryspil;08305
Zaporizka;BERDIANSKYI;Hlodove;71133
Zaporizka;MELITOPOLSKYI;Vesele;72202
Ivano-Frankivska;IVANO-FRANKIVSKYI;Dibrova;78013
Ivano-Frankivska;KALUSKYI;Nebyliv;77670
Zaporizka;POLOHIVSKYI;Orikhiv;70501
Zaporizka;POLOHIVSKYI;Zaporizhzhia;71770
Kyivska;BROVARSKYI;Brovary;07400
Lvivska;LVIVSKYI;Lviv;79038
Vinnytska;MOHYLIV-PODILSKYI;DZYGIVKA;24531
Lvivska;LVIVSKYI;Volytsia;80315
Zaporizka;VASYLIVSKYI;Pidhirne;71601
Lvivska;LVIVSKYI;Hory;80360
Lvivska;LVIVSKYI;Zabolottia;81562
Kyivska;BILOTSERKIVSKYI;Pustovarivka;09051
Ivano-Frankivska;IVANO-FRANKIVSKYI;Ivano-Frankivsk;76492
Donetska;BAKHMUTSKYI;Novoluhanske;84573
Vinnytska;VINNYTSKYI;Lityn;22300
Ivano-Frankivska;KOLOMYISKYI;Vovchkivtsi;78341
Donetska;POKROVSKYI;Zavitne;85400
Lvivska;ZOLOCHIVSKYI;Dubyna;80661
Zaporizka;POLOHIVSKYI;Polohy;70615
Dnipropetrovska;KRYVORIZKYI;Shyroke;53070
Vinnytska;MOHYLIV-PODILSKYI;Mohyliv-Podilskyi;24004
Luhanska;SHCHASTYNSKYI;Trokhizbenka;93710
Kyivska;BILOTSERKIVSKYI;Bakaly;09175
Zakarpatska;BEREHIVSKYI;Trosnyk;90352
Volynska;VOLODYMYRSKYI;Lokachi;45500
Ivano-Frankivska;KOLOMYISKYI;Kubaivka;78453
Kyivska;BORYSPILSKYI;Hnidyn;08340
Kyivska;BUCHANSKYI;Bilohorodka;08140
Lvivska;ZOLOCHIVSKYI;Lisove;80520
Luhanska;STAROBILSKYI;Tytarivka;92750
Lvivska;LVIVSKYI;Stari Strilyshcha;81714
Zaporizka;BERDIANSKYI;Novopetrivka;71162
Ivano-Frankivska;KALUSKYI;Spas;77624
Zaporizka;POLOHIVSKYI;Hoholivka;71001
Zaporizka;POLOHIVSKYI;Poltavka;69050
Lvivska;STRYISKYI;Dovhe;82482
Zhytomyrska;ZHYTOMYRSKYI;Pavoloch;13545
Vinnytska;MOHYLIV-PODILSKYI;Chernivtsi;24100
Kyivska;BORYSPILSKYI;Pleskachi;08440
